id,state,group,artifact,model,guess1,correct1,guess2,correct2,correct_any
bihar_98,bihar,Hindi-Urdu,litchi,tiny-aya-water,Cherimoya,False,Guava,False,False
bihar_99,bihar,Hindi-Urdu,mithila painting,tiny-aya-water,Miniature Painting,False,Madhubani Painting,False,False
bihar_100,bihar,Hindi-Urdu,mahabodhi temple,tiny-aya-water,Mahabodhi Temple,True,,False,True
bihar_101,bihar,Hindi-Urdu,jayaprakash narayan,tiny-aya-water,Janata Dal,False,Janata Party,False,False
bihar_102,bihar,Hindi-Urdu,bodh gaya,tiny-aya-water,Girnarjuniya,False,Ans: Bodh Gaya,True,True
bihar_103,bihar,Hindi-Urdu,jhumar,tiny-aya-water,Garba,False,Dandiya Raas,False,False
bihar_104,bihar,Hindi-Urdu,rajendra prasad,tiny-aya-water,No answer found.,False,Dr. Rajendra Prasad,True,True
bihar_105,bihar,Hindi-Urdu,ganga bridge,tiny-aya-water,Ganga Aarti Bridge,False,Ans: Ram Setu,False,False
bihar_106,bihar,Hindi-Urdu,sattu,tiny-aya-water,Chawal Churi,False,Besan Roti,False,False
bihar_107,bihar,Hindi-Urdu,maurya dynasty,tiny-aya-water,Mauryan Empire,False,Ans: Maurya Dynasty,True,True
delhi_108,delhi,Hindi-Urdu,Momos,tiny-aya-water,Dosa,False,Vada,False,False
delhi_109,delhi,Hindi-Urdu,Murthal,tiny-aya-water,Noida,False,Ghaziabad,False,False
delhi_110,delhi,Hindi-Urdu,Connaught place,tiny-aya-water,Chandni Chowk,False,Ans: Connaught Place,True,True
delhi_111,delhi,Hindi-Urdu,Gedi maarna,tiny-aya-water,Chai Sip,False,Chaat Bazaar,False,False
delhi_112,delhi,Hindi-Urdu,Jama Masjid,tiny-aya-water,Red Fort,False,Ans: Jama Masjid,True,True
delhi_113,delhi,Hindi-Urdu,Sarojini Market,tiny-aya-water,Chandni Chowk,False,Ans: Chandni Chowk,False,False
delhi_114,delhi,Hindi-Urdu,Hauz khaas,tiny-aya-water,Chandni Chowk,False,Ans: Lodhi Garden,False,False
delhi_115,delhi,Hindi-Urdu,Chandani Chowk,tiny-aya-water,Chandni Chowk,False,Ans: Connaught Place,False,False
delhi_116,delhi,Hindi-Urdu,Kadhai waala doodh,tiny-aya-water,Gulab Jamun,False,Kulfi,False,False
delhi_117,delhi,Hindi-Urdu,Street food culture,tiny-aya-water,Biryani,False,Chaat,False,False
rajasthan_118,rajasthan,Hindi-Urdu,daal baati,tiny-aya-water,Gatte ki Sabzi,False,Dal Bati Churma,False,False
rajasthan_119,rajasthan,Hindi-Urdu,gatte,tiny-aya-water,Churma,False,Besan Barfi,False,False
rajasthan_120,rajasthan,Hindi-Urdu,hawa mahal,tiny-aya-water,Hoysala Temple,False,Jal Mahal,False,False
rajasthan_121,rajasthan,Hindi-Urdu,ghoomar,tiny-aya-water,Ghoomar,True,,False,True
rajasthan_122,rajasthan,Hindi-Urdu,laal maas,tiny-aya-water,Dal Bati Churma,False,Gatte ki Sabzi,False,False
rajasthan_123,rajasthan,Hindi-Urdu,bhangarh,tiny-aya-water,Chhau Killa,False,Dil Killa,False,False
rajasthan_124,rajasthan,Hindi-Urdu,ghewar,tiny-aya-water,Ghewar,True,,False,True
rajasthan_125,rajasthan,Hindi-Urdu,keoladeo national park,tiny-aya-water,Keoladeo Bird Sanctuary,False,Ans: Keoladeo Bird Sanctuary,False,False
rajasthan_126,rajasthan,Hindi-Urdu,maal puha,tiny-aya-water,Ghewar,False,Barfi,False,False
rajasthan_127,rajasthan,Hindi-Urdu,lake pichola,tiny-aya-water,Pichola Lake,False,Ans: Khejarilala Lake,False,False
rajasthan_128,rajasthan,Hindi-Urdu,chittorgarh palace,tiny-aya-water,Amber Fort,False,Mehrangarh Fort,False,False
